[2024-12-31 00:11:25] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.99156118143932 Load Average:1.25 Memory Used %:50.00411525387436 Power Consumption (estimate):5.99156118143932]
[2024-12-31 00:11:26] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.8903878583542015 Load Average:1.25 Memory Used %:50.01953909156607 Power Consumption (estimate):4.8903878583542015]
[2024-12-31 00:11:26] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.8903878583542015 Load Average:1.25 Memory Used %:50.01953909156607 Power Consumption (estimate):4.8903878583542015]
[2024-12-31 00:11:27] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:3.6073825503309105 Load Average:1.15 Memory Used %:50.00726024464013 Power Consumption (estimate):3.6073825503309105]
[2024-12-31 00:11:27] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:3.6073825503309105 Load Average:1.15 Memory Used %:50.00726024464013 Power Consumption (estimate):3.6073825503309105]
[2024-12-31 00:11:28] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:3.855825649620659 Load Average:1.15 Memory Used %:49.86085088728888 Power Consumption (estimate):3.855825649620659]
[2024-12-31 00:11:28] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:3.855825649620659 Load Average:1.15 Memory Used %:49.86085088728888 Power Consumption (estimate):3.855825649620659]
[2024-12-31 00:11:29] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:8.305369127523795 Load Average:1.15 Memory Used %:49.85191777522015 Power Consumption (estimate):8.305369127523795]
[2024-12-31 00:11:29] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:8.305369127523795 Load Average:1.15 Memory Used %:49.85191777522015 Power Consumption (estimate):8.305369127523795]
[2024-12-31 00:11:30] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.457527333892105 Load Average:1.15 Memory Used %:49.82244185112818 Power Consumption (estimate):4.457527333892105]
[2024-12-31 00:11:30] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.457527333892105 Load Average:1.15 Memory Used %:49.82244185112818 Power Consumption (estimate):4.457527333892105]
[2024-12-31 00:11:31] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.282115869015804 Load Average:1.15 Memory Used %:49.85235272075158 Power Consumption (estimate):4.282115869015804]
[2024-12-31 00:11:31] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.282115869015804 Load Average:1.15 Memory Used %:49.85235272075158 Power Consumption (estimate):4.282115869015804]
[2024-12-31 00:11:32] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.8849706129334844 Load Average:1.06 Memory Used %:49.87764647627205 Power Consumption (estimate):6.8849706129334844]
[2024-12-31 00:11:32] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.8849706129334844 Load Average:1.06 Memory Used %:49.87764647627205 Power Consumption (estimate):6.8849706129334844]
[2024-12-31 00:11:36] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.625524769107431 Load Average:1.06 Memory Used %:50.25665132089612 Power Consumption (estimate):5.625524769107431]
[2024-12-31 00:11:36] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.625524769107431 Load Average:1.06 Memory Used %:50.25665132089612 Power Consumption (estimate):5.625524769107431]
[2024-12-31 00:11:37] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.621392190143115 Load Average:1.05 Memory Used %:50.18622360215198 Power Consumption (estimate):6.621392190143115]
